player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Hudson Card,123109,QB,PURDUE,1,41,66.7,18,18,11.0,3.67,0,0,0.0,61.1,11,6,8.3,21,51.2,1,9,,,,,67.4,79.3,72.7,73.3,,72.9,0,0,22,0.0,121.5,0.0,0,3,0,0,2,0,0.0,136,7.6,0,273,41.8,82.6,83.9,63.3,75.0,16,16,13.6,3.79,0,1,5.9,62.5,10,4,16.7,20,48.8,2,6,,,,,24.7,79.6,72.5,86.4,,50.3,0,0,21,25.0,111.2,5.0,1,3,0,0,1,1,4.8,139,8.7,75.9,29,29,11.5,2.94,0,1,3.2,65.5,19,0,13.6,31,75.6,3,12,,,,,68.5,90.2,74.1,90.1,,61.8,0,0,33,,127.2,0.0,0,2,0,0,3,0,0.0,251,8.7,0,40.0,5,5,16.4,6.17,0,0,0.0,40.0,2,10,0.0,10,24.4,0,3,,,,,18.0,53.7,70.1,49.6,,61.4,0,0,10,10.0,55.4,10.0,1,4,0,0,0,1,10.0,24,4.8
Jack Plummer,83543,QB,LOUISVILLE,1,41,72.7,11,11,8.8,3.06,0,0,0.0,72.7,8,5,0.0,13,31.7,0,5,,,,,66.0,72.2,71.0,80.3,,50.2,0,0,13,0.0,95.3,0.0,0,2,0,0,0,0,0.0,86,7.8,0,210,35.7,78.7,87.7,49.7,85.7,21,22,7.9,3.04,0,1,4.5,72.7,16,9,11.1,28,68.3,2,10,,,,,27.0,75.6,73.5,84.2,,47.1,1,1,28,22.2,103.6,7.1,2,4,0,0,2,1,3.6,156,7.1,82.6,23,23,5.5,2.83,0,0,0.0,73.9,17,0,10.5,27,65.9,2,11,,,,,26.7,71.2,73.4,79.4,,47.1,0,1,27,,87.2,0.0,0,4,0,0,1,1,3.7,150,6.5,0,77.8,9,10,15.1,3.45,0,1,10.0,70.0,7,14,0.0,14,34.1,0,4,,,,,66.2,79.3,71.2,88.1,,50.2,1,0,14,14.3,132.1,14.3,2,2,0,0,1,0,0.0,92,9.2
Dillon Gabriel,86272,QB,OKLAHOMA,1,41,62.5,8,8,13.0,2.79,0,0,0.0,62.5,5,6,0.0,10,24.4,0,3,,,,,65.4,64.0,70.1,63.7,,,0,0,10,33.3,82.3,20.0,2,0,0,0,0,0,0.0,54,6.8,0,261,70.9,91.6,91.1,68.5,80.8,26,30,14.7,3.46,2,4,12.5,63.3,19,5,9.5,31,75.6,2,12,,,,,68.5,92.9,74.1,92.5,,,0,1,33,20.0,122.4,3.2,1,0,0,2,3,1,3.0,346,11.5,76.9,26,30,15.9,3.13,2,4,12.5,60.0,18,0,10.0,30,73.2,2,11,,,,,68.4,92.4,74.0,92.1,,,0,1,32,,105.7,0.0,0,0,0,2,2,1,3.1,326,10.9,0,75.0,8,8,9.1,3.76,0,0,0.0,75.0,6,11,0.0,11,26.8,0,4,,,,,65.6,67.6,70.4,67.3,,,0,0,11,27.3,142.7,27.3,3,0,0,0,1,0,0.0,74,9.3
Noah Fifita,158722,QB,ARIZONA,1,41,87.5,16,16,9.9,2.24,0,2,12.5,81.3,13,4,7.1,16,39.0,1,11,,,,,66.7,91.5,71.8,92.0,,57.3,0,0,17,0.0,158.3,0.0,0,0,0,0,3,0,0.0,206,12.9,0,109,69.1,87.0,87.6,57.3,68.0,25,25,12.6,2.84,0,1,4.0,68.0,17,9,0.0,25,61.0,0,12,,,,,67.7,71.9,73.1,71.3,,,0,1,25,0.0,120.8,0.0,0,0,0,0,2,2,8.0,321,12.8,75.0,28,28,10.4,2.47,0,2,7.1,71.4,20,0,4.8,28,68.3,1,14,,,,,68.0,87.1,73.5,86.0,,,0,0,28,,137.5,0.0,0,0,0,0,2,1,3.6,378,13.5,0,76.9,13,13,13.9,2.89,0,1,7.7,76.9,10,13,0.0,13,31.7,0,9,,,,,66.2,75.2,71.2,77.7,,57.3,0,1,14,0.0,121.5,0.0,0,0,0,0,3,1,7.1,149,11.5
Kirk Francis,173296,QB,TULSA,1,40,81.8,11,12,7.7,3.29,1,0,0.0,58.3,7,7,22.2,14,35.0,2,5,,,,,66.5,89.6,71.6,85.0,,71.1,0,0,16,0.0,81.6,0.0,0,2,0,0,0,0,0.0,89,7.4,0,320,69.3,80.9,75.6,74.7,72.0,25,25,13.3,3.33,0,1,3.7,64.0,16,8,11.1,26,65.0,2,11,,,,,68.0,69.3,73.5,66.6,,64.9,0,1,28,0.0,99.4,0.0,0,1,0,0,2,2,7.1,204,8.2,79.2,24,25,11.8,3.16,1,1,3.7,64.0,16,0,15.8,25,62.5,3,11,,,,,68.0,78.4,73.5,75.6,,64.9,0,1,28,,103.4,0.0,0,0,0,0,2,2,7.1,228,9.1,0,66.7,12,12,11.1,3.57,0,0,0.0,58.3,7,15,12.5,15,37.5,1,5,,,,,66.5,75.5,71.6,68.3,,71.1,0,0,16,0.0,73.3,0.0,0,3,0,0,0,0,0.0,65,5.4
Will Rogers,124184,QB,MISS STATE,1,40,40.0,10,13,8.9,3.2,0,0,0.0,30.8,4,5,0.0,13,32.5,0,2,,,,,66.2,55.5,71.4,55.6,60.0,,0,0,14,0.0,40.5,0.0,0,0,0,3,0,1,7.1,40,3.1,0,227,70.1,70.7,70.8,59.6,92.3,26,26,5.2,2.51,0,0,0.0,80.8,21,5,12.5,27,67.5,3,9,,,,,68.1,76.0,73.6,77.3,,57.0,0,0,29,0.0,93.4,0.0,0,1,0,0,0,0,0.0,167,6.4,79.3,29,29,5.7,2.44,0,0,0.0,69.0,20,0,13.0,30,75.0,3,9,,,,,68.4,66.5,74.0,67.6,,57.0,0,0,32,,82.7,0.0,0,1,0,0,0,1,3.1,161,5.6,0,71.4,7,10,8.3,3.61,0,0,0.0,50.0,5,10,0.0,10,25.0,0,2,,,,,65.6,71.7,70.7,71.9,60.0,,0,0,11,0.0,62.9,0.0,0,0,0,3,0,0,0.0,46,4.6
Diego Pavia,156927,QB,NEW MEX ST,1,40,60.0,15,16,9.6,2.53,0,0,0.0,56.3,9,10,0.0,19,47.5,0,6,,,,,67.1,34.5,72.4,31.8,,61.7,1,2,20,10.0,29.7,5.3,1,2,0,0,0,3,15.0,78,4.9,0,242,44.6,65.1,62.0,66.2,82.4,17,17,9.6,2.85,0,1,5.9,76.5,13,8,7.1,21,52.5,1,9,,,,,67.2,91.5,72.5,89.7,,74.6,0,0,21,12.5,131.3,4.8,1,3,0,0,1,0,0.0,187,11.0,81.0,21,21,7.5,1.91,0,1,4.5,81.0,17,0,0.0,22,55.0,0,12,,,,,67.5,70.9,72.8,68.2,,64.0,0,1,23,,98.8,0.0,0,1,0,0,1,1,4.3,182,8.7,1,54.5,11,12,13.5,3.65,0,0,0.0,41.7,5,18,16.7,18,45.0,1,3,,,,,66.8,61.2,72.0,52.9,,70.3,1,1,18,11.1,30.9,11.1,2,4,0,0,0,2,11.1,83,6.9
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,40,85.7,7,7,8.9,2.75,0,1,12.5,85.7,6,3,0.0,8,20.0,0,3,,,,,65.1,77.1,69.8,81.1,,57.3,0,0,9,0.0,158.3,0.0,0,1,0,0,1,0,0.0,108,15.4,0,144,69.7,70.2,70.4,56.9,72.4,29,31,12.6,3.45,0,1,2.9,64.5,20,6,4.8,32,80.0,1,9,,,,,68.6,64.9,74.3,64.4,,,0,1,35,16.7,80.2,3.1,1,0,0,2,1,3,8.6,201,6.5,74.2,31,31,12.0,2.79,0,1,2.9,71.0,22,0,4.3,31,77.5,1,9,,,,,68.6,65.6,74.3,65.1,,,0,1,35,,87.7,0.0,0,0,0,0,1,3,8.6,217,7.0,0,80.0,5,7,11.0,5.09,0,1,14.3,57.1,4,9,0.0,9,22.5,0,3,,,,,65.1,75.9,69.8,80.2,,57.3,0,0,9,11.1,141.4,11.1,1,1,0,2,1,0,0.0,92,13.1
Behren Morton,144747,QB,TEXAS TECH,1,39,58.8,17,18,5.9,2.57,1,0,0.0,55.6,10,9,0.0,20,51.3,0,4,,,,,67.1,46.8,72.4,46.8,,,0,2,20,22.2,21.3,10.0,2,0,0,0,0,2,10.0,53,2.9,0,315,69.9,50.7,44.3,72.8,70.6,17,18,7.9,2.75,0,1,5.3,50.0,9,7,25.0,19,48.7,3,2,,,,,67.1,51.1,72.4,47.6,,64.3,0,1,20,0.0,33.1,0.0,0,1,0,1,0,2,10.0,35,1.9,65.2,23,23,7.2,2.15,0,0,0.0,56.5,13,0,13.3,23,59.0,2,2,,,,,67.5,43.7,72.8,43.8,,,0,1,23,,43.6,0.0,0,0,0,0,0,2,8.7,57,2.5,0,63.6,11,13,6.3,3.39,1,1,7.1,46.2,6,16,14.3,16,41.0,1,4,,,,,66.7,55.9,71.8,51.7,,64.3,0,2,17,12.5,13.5,12.5,2,1,0,1,0,2,11.8,31,2.4
Mikey Keene,70961,QB,FRESNO ST,1,39,66.7,12,14,4.7,2.37,0,0,0.0,42.9,6,3,25.0,15,38.5,2,4,,,,,66.4,51.7,71.4,51.6,,,0,1,15,33.3,25.6,6.7,1,0,0,2,0,1,6.7,59,4.2,0,169,69.0,63.4,64.0,57.3,72.7,22,23,5.0,2.48,0,0,0.0,65.2,15,1,6.3,24,61.5,1,7,,,,,67.7,69.9,73.1,71.4,,57.3,0,0,25,0.0,80.2,0.0,0,1,1,0,0,0,0.0,131,5.7,72.7,33,34,5.3,2.15,0,0,0.0,61.8,21,0,12.5,35,89.7,3,11,,,,,68.7,64.5,74.4,65.5,,57.3,0,1,36,,64.6,0.0,0,1,1,0,0,1,2.8,190,5.6,0,0.0,1,3,-9.0,4.88,0,0,0.0,0.0,0,4,,4,10.3,0,0,,,,,63.3,53.9,67.4,53.9,,,0,0,4,25.0,39.6,25.0,1,0,0,2,0,0,0.0,0,0.0
Tyler Van Dyke,122225,QB,MIAMI FL,1,39,68.4,19,21,7.2,2.6,0,1,4.8,57.1,12,5,7.7,21,53.8,1,10,,,,,67.2,62.7,72.5,62.4,,,0,0,21,0.0,112.6,0.0,0,0,0,2,2,0,0.0,157,7.5,0,220,33.8,74.8,84.3,36.3,100.0,14,15,10.3,3.74,0,2,12.5,73.3,11,4,21.4,18,46.2,3,6,,,,,67.0,90.4,72.2,92.7,,50.3,0,0,19,0.0,100.1,0.0,0,3,0,1,0,0,0.0,133,8.9,82.8,29,29,8.1,2.65,0,2,6.7,69.0,20,0,16.7,30,76.9,4,14,,,,,68.3,83.9,73.9,84.8,,57.3,0,0,31,,118.2,0.0,0,1,0,0,2,0,0.0,248,8.6,0,75.0,4,7,11.3,4.72,0,1,14.3,42.9,3,9,0.0,9,23.1,0,2,,,,,65.1,60.0,69.8,68.0,,52.9,0,0,9,0.0,62.8,0.0,0,2,0,3,0,0,0.0,42,6.0
Devin Grainger,78496,QB,GA STATE,1,38,72.7,11,12,13.5,2.57,0,0,0.0,58.3,7,6,12.5,14,36.8,1,4,,,,,20.6,32.9,71.2,34.6,,57.0,0,2,14,16.7,75.3,7.1,1,1,0,1,2,4,28.6,71,5.9,0,175,25.4,46.2,47.6,52.3,83.3,24,24,6.1,2.22,0,0,0.0,79.2,19,3,5.0,24,63.2,1,5,,,,,67.6,61.1,73.0,60.8,,,0,0,24,0.0,89.6,0.0,0,0,0,0,0,0,0.0,132,5.5,89.3,28,28,5.5,2.07,0,0,0.0,85.7,24,0,4.0,29,76.3,1,8,,,,,68.1,69.1,73.6,70.6,,57.0,0,0,29,,118.3,0.0,0,1,0,0,2,0,0.0,187,6.7,1,42.9,7,8,20.1,3.26,0,0,0.0,25.0,2,9,33.3,9,23.7,1,1,,,,,16.7,25.1,69.8,25.4,,,0,2,9,11.1,0.0,11.1,1,0,0,1,0,4,44.4,16,2.0
Spencer Rattler,97408,QB,S CAROLINA,1,38,76.5,17,20,5.2,2.79,0,0,0.0,50.0,10,13,23.1,23,60.5,3,4,,,,,67.5,63.0,73.0,59.4,,64.9,1,0,24,7.7,60.8,4.3,1,1,0,2,0,0,0.0,82,4.1,0,289,69.8,61.3,52.5,76.8,63.6,11,12,7.7,3.16,0,0,0.0,50.0,6,8,14.3,15,39.5,1,3,,,,,66.4,48.9,71.6,46.0,57.2,62.1,0,1,15,12.5,21.5,6.7,1,2,0,1,0,1,6.7,30,2.5,75.0,16,16,5.0,2.06,0,0,0.0,62.5,10,0,16.7,17,44.7,2,3,,,,,66.5,51.0,71.8,50.9,,,0,1,17,,42.2,0.0,0,0,0,0,0,1,5.9,54,3.4,0,66.7,12,16,7.8,3.64,0,0,0.0,37.5,6,21,25.0,21,55.3,2,4,,,,,67.4,61.2,72.8,56.5,57.2,67.6,1,0,22,9.5,48.4,9.5,2,3,0,3,0,0,0.0,58,3.6
Jalen Milroe,146590,QB,ALABAMA,1,38,42.9,7,9,16.1,4.6,0,1,11.1,33.3,3,6,0.0,13,34.2,0,7,,,,,66.0,74.6,71.0,54.1,,82.2,0,0,13,0.0,48.4,0.0,0,4,0,2,0,0,0.0,40,4.4,0,103,71.0,79.6,80.0,70.2,86.7,15,16,10.8,4.33,0,2,12.5,81.3,13,8,0.0,25,65.8,0,10,,,,,67.7,81.5,0.0,90.3,,62.8,1,0,25,12.5,158.3,4.0,1,8,0,0,2,0,0.0,219,13.7,70.0,20,20,12.8,3.55,0,3,15.0,70.0,14,0,0.0,24,63.2,0,12,,,,,67.6,85.4,0.0,81.6,,74.4,0,0,24,,143.1,0.0,0,4,0,0,2,0,0.0,237,11.9,2,100.0,2,5,9.5,5.91,0,0,0.0,40.0,2,14,0.0,14,36.8,0,5,,,,,66.2,68.4,0.0,63.1,,68.4,1,0,14,7.1,53.8,7.1,1,8,0,2,0,0,0.0,22,4.4
Joey Aguilar,174978,QB,APP STATE,1,38,70.0,20,20,12.4,2.71,0,1,4.5,60.0,12,3,14.3,21,55.3,2,11,,,,,67.5,75.7,73.1,77.6,,56.7,0,1,23,0.0,111.0,0.0,0,1,0,0,3,0,0.0,193,9.7,0,108,33.8,69.2,68.9,59.6,68.8,16,16,9.3,2.39,0,0,0.0,68.8,11,4,0.0,17,44.7,0,5,,,,,22.4,53.6,71.8,53.5,,,0,0,17,25.0,107.0,5.9,1,0,0,0,1,1,5.9,103,6.4,73.3,30,30,10.2,2.41,0,1,3.1,70.0,21,0,4.5,31,81.6,1,14,,,,,68.5,71.5,74.3,72.8,,56.7,0,1,33,,122.2,0.0,0,1,0,0,4,0,0.0,260,8.7,0,50.0,6,6,14.7,3.3,0,0,0.0,33.3,2,7,33.3,7,18.4,1,2,,,,,14.6,53.5,69.1,53.5,,,0,0,7,14.3,54.9,14.3,1,0,0,0,0,1,14.3,36,6.0
DJ Uiagalelei,122162,QB,OREGON ST,1,37,52.6,19,21,10.9,2.79,0,0,0.0,47.6,10,12,0.0,22,59.5,0,7,,,,,67.6,46.4,73.0,48.4,,56.3,1,1,24,0.0,60.6,0.0,0,1,0,1,1,1,4.2,115,5.5,0,265,71.4,57.4,57.5,61.6,76.9,13,14,9.3,2.66,1,0,0.0,64.3,9,6,10.0,15,40.5,1,5,,,,,66.4,71.5,71.4,71.0,,,0,0,15,16.7,86.9,6.7,1,0,0,0,0,0,0.0,105,7.5,73.7,19,19,9.5,2.54,0,0,0.0,68.4,13,0,7.1,19,51.4,1,9,,,,,67.2,62.1,72.5,61.8,,,0,0,21,,111.5,0.0,0,0,0,0,1,0,0.0,159,8.4,1,46.2,13,16,11.3,2.94,1,0,0.0,37.5,6,18,0.0,18,48.6,0,3,,,,,66.8,50.7,72.0,53.2,,56.3,1,1,18,5.6,23.2,5.6,1,1,0,1,0,1,5.6,61,3.8
Gavin Wimsatt,155757,QB,RUTGERS,1,37,40.0,15,18,7.3,2.46,1,0,0.0,27.8,5,4,16.7,19,51.4,1,3,,,,,67.1,39.8,72.4,33.5,,67.9,1,0,20,0.0,58.1,0.0,0,1,0,1,1,1,5.0,51,2.8,0,278,73.7,63.7,47.7,81.5,53.3,15,16,16.1,2.71,1,1,5.6,50.0,8,3,0.0,18,48.6,0,5,,,,,67.1,65.6,72.4,65.2,,,0,1,20,66.7,47.4,11.1,2,0,0,0,0,1,5.0,114,7.1,51.9,27,29,11.2,2.47,2,1,3.1,44.8,13,0,7.1,30,81.1,1,8,,,,,68.5,56.6,74.1,52.5,,67.9,0,1,33,,60.3,0.0,0,1,0,0,1,2,6.1,165,5.7,0,0.0,3,5,16.7,3.07,0,0,0.0,0.0,0,7,,7,18.9,0,0,,,,,64.6,39.3,69.1,39.4,,,1,0,7,28.6,39.6,28.6,2,0,0,1,0,0,0.0,0,0.0
Levi Williams,98365,QB,UTAH ST,1,37,73.9,23,25,11.7,2.6,1,0,0.0,60.0,15,13,11.8,33,89.2,2,9,,,,,68.9,67.0,74.6,58.1,,78.0,0,1,38,23.1,79.6,9.1,3,5,0,1,1,1,2.6,185,7.4,0,329,47.2,78.0,62.1,79.8,50.0,2,2,21.0,4.8,0,1,50.0,50.0,1,2,0.0,4,10.8,0,2,,,,,63.3,76.7,67.4,78.0,,61.7,0,0,4,0.0,110.4,0.0,0,2,0,0,1,0,0.0,13,6.5,82.4,17,19,7.2,2.5,1,1,4.3,73.7,14,0,0.0,22,59.5,0,8,,,,,67.8,86.3,73.3,77.5,,79.6,0,0,26,,130.2,0.0,0,3,0,1,2,0,0.0,144,7.6,0,50.0,8,8,23.6,3.34,0,0,0.0,25.0,2,15,50.0,15,40.5,2,3,,,,,66.5,43.8,71.6,36.8,,63.7,0,1,16,20.0,15.6,20.0,3,4,0,0,0,1,6.3,54,6.8
Brennan Armstrong,77696,QB,NC STATE,1,37,80.0,10,11,11.8,2.66,0,1,8.3,72.7,8,4,0.0,14,37.8,0,7,,,,,66.4,85.0,71.4,90.3,,52.6,0,0,15,25.0,154.4,7.1,1,2,0,1,3,0,0.0,168,15.3,0,248,71.1,85.8,90.7,58.7,89.5,19,20,6.4,2.47,0,0,0.0,70.0,14,5,17.6,23,62.2,3,9,,,,,67.7,85.5,73.1,83.4,,66.6,0,0,25,0.0,95.0,0.0,0,2,0,1,0,0,0.0,166,8.3,88.5,26,26,7.6,2.1,0,1,3.6,76.9,20,0,13.0,28,75.7,3,14,,,,,68.2,89.9,73.7,90.2,,57.3,0,0,30,,147.8,0.0,0,1,0,0,3,0,0.0,269,10.3,1,66.7,3,5,14.3,3.93,0,0,0.0,40.0,2,9,0.0,9,24.3,0,2,,,,,65.4,76.5,70.1,78.4,,62.8,0,0,10,11.1,87.5,11.1,1,3,0,2,0,0,0.0,65,13.0
Brendan Sorsby,156398,QB,INDIANA,1,37,66.7,12,15,8.3,2.48,1,0,0.0,53.3,8,5,0.0,16,43.2,0,5,,,,,66.7,49.8,71.8,51.8,,57.0,2,1,17,0.0,45.1,0.0,0,1,0,0,0,1,5.9,95,6.3,0,190,41.7,59.2,62.0,55.1,62.5,16,17,16.9,3.42,0,3,17.6,52.9,9,6,10.0,21,56.8,1,10,,,,,67.2,68.4,72.5,69.5,,58.7,0,2,21,16.7,78.3,4.8,1,3,0,1,3,1,4.8,131,7.7,66.7,24,24,11.2,2.59,0,3,12.0,62.5,15,0,6.3,26,70.3,1,13,,,,,67.9,65.3,73.4,64.3,,62.1,0,3,27,,89.1,0.0,0,2,0,0,3,2,7.4,201,8.4,1,50.0,4,8,25.3,4.02,1,0,0.0,25.0,2,11,0.0,11,29.7,0,2,,,,,65.6,50.4,70.4,55.9,,52.7,2,0,11,9.1,40.1,9.1,1,2,0,1,0,0,0.0,25,3.1
Grayson Loftis,170054,QB,DUKE,1,37,83.3,12,13,11.8,2.02,1,2,14.3,76.9,10,5,0.0,13,35.1,0,4,,,,,66.2,81.4,71.2,80.7,,,0,1,14,0.0,65.9,0.0,0,0,0,0,0,0,0.0,99,7.6,0,154,71.1,61.8,57.0,71.7,50.0,22,24,8.0,2.28,1,0,0.0,41.7,10,6,9.1,24,64.9,1,5,,,,,67.9,42.0,73.4,42.1,,,1,0,27,0.0,90.5,0.0,0,0,0,0,2,1,3.7,149,6.2,58.3,24,26,8.8,2.07,2,1,3.3,50.0,13,0,7.1,26,70.3,1,6,,,,,68.2,54.3,73.7,54.1,,,0,0,30,,93.8,0.0,0,0,0,0,2,1,3.3,152,5.8,0,70.0,10,11,10.7,2.45,0,1,9.1,63.6,7,11,0.0,11,29.7,0,3,,,,,65.6,64.9,70.4,64.6,,,1,1,11,0.0,53.6,0.0,0,0,0,0,0,0,0.0,96,8.7
Jordan McCloud,101058,QB,JAMES MAD,1,36,72.2,18,20,9.0,2.61,1,1,5.0,65.0,13,7,0.0,21,58.3,0,10,,,,,67.2,78.1,72.5,77.4,,,0,1,21,14.3,109.8,4.8,1,0,0,1,4,1,4.8,167,8.4,0,197,70.9,83.2,81.8,65.6,93.3,15,15,6.1,2.32,0,1,6.7,86.7,13,3,7.1,15,41.7,1,8,,,,,66.4,79.0,71.4,78.4,,,0,0,15,0.0,132.5,0.0,0,0,0,0,1,0,0.0,157,10.5,88.0,25,26,6.5,2.03,1,2,7.7,80.8,21,0,4.5,26,72.2,1,14,,,,,67.8,91.6,73.3,91.3,,,0,0,26,,149.0,0.0,0,0,0,0,5,0,0.0,267,10.3,0,62.5,8,9,11.4,3.7,0,0,0.0,55.6,5,10,0.0,10,27.8,0,4,,,,,65.4,46.9,70.1,47.0,,,0,1,10,10.0,35.2,10.0,1,0,0,1,0,1,10.0,57,6.3
Austin Reed,111760,QB,W KENTUCKY,1,36,85.7,7,8,5.0,2.41,0,0,0.0,75.0,6,2,0.0,8,22.2,0,4,,,,,65.1,70.7,69.8,70.3,,,0,0,9,0.0,151.6,0.0,0,0,0,1,2,0,0.0,91,11.4,0,346,69.3,67.1,67.1,60.0,77.8,27,27,5.9,2.56,0,0,0.0,74.1,20,6,4.8,28,77.8,1,11,,,,,68.0,63.2,73.6,63.8,54.3,,0,0,28,16.7,117.7,3.6,1,0,0,0,2,0,0.0,189,7.0,92.3,26,27,4.1,2.16,0,0,0.0,85.2,23,0,4.2,28,77.8,1,14,,,,,68.0,78.0,73.6,78.5,54.3,,0,0,28,,147.1,3.6,1,0,0,1,4,0,0.0,265,9.8,0,37.5,8,8,11.1,3.81,0,0,0.0,37.5,3,8,0.0,8,22.2,0,1,,,,,65.1,42.5,69.8,42.8,,,0,0,9,0.0,45.8,0.0,0,0,0,0,0,0,0.0,15,1.9
John Paddock,77689,QB,ILLINOIS,1,36,62.5,8,8,7.0,2.2,0,0,0.0,37.5,3,2,40.0,8,22.2,2,1,,,,,64.9,64.8,69.5,64.5,,,0,1,8,0.0,6.3,0.0,0,0,0,0,0,0,0.0,19,2.4,0,187,70.3,75.7,77.6,53.9,92.0,25,26,7.9,2.5,1,2,6.7,80.8,21,4,8.7,28,77.8,2,12,,,,,68.4,79.2,74.1,78.9,57.6,,0,1,32,50.0,139.6,7.1,2,0,0,0,3,1,3.1,315,12.1,82.8,29,30,7.4,2.28,1,2,5.9,70.0,21,0,12.5,30,83.3,3,12,,,,,68.5,74.9,74.3,74.7,57.6,,0,2,34,,109.9,0.0,0,0,0,0,3,1,2.9,316,10.5,0,100.0,4,4,9.8,3.2,0,0,0.0,75.0,3,6,25.0,6,16.7,1,1,,,,,64.2,77.3,68.6,76.8,,,0,0,6,33.3,83.3,33.3,2,0,0,0,0,0,0.0,18,4.5
